Tabela,Data,Kurs średni,Zmiana
245/A/NBP/2019,2019-12-19,3.9017,-0.13
244/A/NBP/2019,2019-12-18,3.9069,0.56
243/A/NBP/2019,2019-12-17,3.885,-0.26
242/A/NBP/2019,2019-12-16,3.8953,0.09
241/A/NBP/2019,2019-12-13,3.8919,-0.67
240/A/NBP/2019,2019-12-12,3.9181,-0.19
239/A/NBP/2019,2019-12-11,3.9257,0.02
238/A/NBP/2019,2019-12-10,3.9251,0.42
237/A/NBP/2019,2019-12-09,3.9087,0.32
236/A/NBP/2019,2019-12-06,3.8963,-0.07
235/A/NBP/2019,2019-12-05,3.8989,-0.24
234/A/NBP/2019,2019-12-04,3.9081,-0.12
233/A/NBP/2019,2019-12-03,3.9126,0.2
232/A/NBP/2019,2019-12-02,3.9047,-0.64
231/A/NBP/2019,2019-11-29,3.93,0.01
230/A/NBP/2019,2019-11-28,3.9298,0.15
229/A/NBP/2019,2019-11-27,3.924,0.28
228/A/NBP/2019,2019-11-26,3.9131,0
227/A/NBP/2019,2019-11-25,3.913,0.07
226/A/NBP/2019,2019-11-22,3.9102,-0.03
225/A/NBP/2019,2019-11-21,3.9113,-0.03
224/A/NBP/2019,2019-11-20,3.9126,0.03
223/A/NBP/2019,2019-11-19,3.9113,-0.05
222/A/NBP/2019,2019-11-18,3.9133,-0.19
221/A/NBP/2019,2019-11-15,3.9206,-0.75
220/A/NBP/2019,2019-11-14,3.9501,0.51
219/A/NBP/2019,2019-11-13,3.9299,0.79
218/A/NBP/2019,2019-11-12,3.8992,0.5
217/A/NBP/2019,2019-11-08,3.8797,0.08
216/A/NBP/2019,2019-11-07,3.8767,-0.03
215/A/NBP/2019,2019-11-06,3.8778,0.28
214/A/NBP/2019,2019-11-05,3.8669,0.26
213/A/NBP/2019,2019-11-04,3.8567,-0.29
212/A/NBP/2019,2019-10-31,3.8681,-0.03
211/A/NBP/2019,2019-10-30,3.8693,-0.18
210/A/NBP/2019,2019-10-29,3.8763,0.16
209/A/NBP/2019,2019-10-28,3.8701,-0.25
208/A/NBP/2019,2019-10-25,3.8799,-0.04
207/A/NBP/2019,2019-10-24,3.8816,-0.18
206/A/NBP/2019,2019-10-23,3.8887,0.09
205/A/NBP/2019,2019-10-22,3.8851,-0.12
204/A/NBP/2019,2019-10-21,3.8899,-0.18
203/A/NBP/2019,2019-10-18,3.8969,0.17
202/A/NBP/2019,2019-10-17,3.8902,-0.36
201/A/NBP/2019,2019-10-16,3.9041,0.11
200/A/NBP/2019,2019-10-15,3.9,-0.27
199/A/NBP/2019,2019-10-14,3.9104,-0.22
198/A/NBP/2019,2019-10-11,3.9192,-0.88
197/A/NBP/2019,2019-10-10,3.9538,-0.26
196/A/NBP/2019,2019-10-09,3.9643,-0.18
195/A/NBP/2019,2019-10-08,3.9714,-0.03
194/A/NBP/2019,2019-10-07,3.9727,0.35
193/A/NBP/2019,2019-10-04,3.9588,-0.27
192/A/NBP/2019,2019-10-03,3.9694,-1.18
191/A/NBP/2019,2019-10-02,4.0167,0.13
190/A/NBP/2019,2019-10-01,4.0116,-0.4
189/A/NBP/2019,2019-09-30,4.0278,-0.4
188/A/NBP/2019,2019-09-27,4.0439,0.22
187/A/NBP/2019,2019-09-26,4.0352,-0.21
186/A/NBP/2019,2019-09-25,4.0437,0.54
185/A/NBP/2019,2019-09-24,4.0219,-0.45
184/A/NBP/2019,2019-09-23,4.0399,1.84
183/A/NBP/2019,2019-09-20,3.9668,0.14
182/A/NBP/2019,2019-09-19,3.9612,0.29
181/A/NBP/2019,2019-09-18,3.9499,-0.38
180/A/NBP/2019,2019-09-17,3.9649,0.38
179/A/NBP/2019,2019-09-16,3.95,-0.27
178/A/NBP/2019,2019-09-13,3.9608,-0.33
177/A/NBP/2019,2019-09-12,3.9738,0.42
176/A/NBP/2019,2019-09-11,3.9572,-0.12
175/A/NBP/2019,2019-09-10,3.962,-0.17
174/A/NBP/2019,2019-09-09,3.9688,-0.16
173/A/NBP/2019,2019-09-06,3.9753,-0.67
172/A/NBP/2019,2019-09-05,4.0021,0.14
171/A/NBP/2019,2019-09-04,3.9966,-0.69
170/A/NBP/2019,2019-09-03,4.0244,0.13
169/A/NBP/2019,2019-09-02,4.0192,0.04
168/A/NBP/2019,2019-08-30,4.0174,-0.19
167/A/NBP/2019,2019-08-29,4.0252,-0.1
166/A/NBP/2019,2019-08-28,4.0293,0.48
165/A/NBP/2019,2019-08-27,4.0101,-0.22
164/A/NBP/2019,2019-08-26,4.0188,0.78
163/A/NBP/2019,2019-08-23,3.9876,-0.43
162/A/NBP/2019,2019-08-22,4.005,0.09
161/A/NBP/2019,2019-08-21,4.0014,-0.53
160/A/NBP/2019,2019-08-20,4.0227,0.39
159/A/NBP/2019,2019-08-19,4.0071,-0.05
158/A/NBP/2019,2019-08-16,4.0093,0.42
157/A/NBP/2019,2019-08-14,3.9924,0.17
156/A/NBP/2019,2019-08-13,3.9857,0.28
155/A/NBP/2019,2019-08-12,3.9746,0.29
154/A/NBP/2019,2019-08-09,3.9632,0.26
153/A/NBP/2019,2019-08-08,3.953,0.14
152/A/NBP/2019,2019-08-07,3.9474,-0.04
151/A/NBP/2019,2019-08-06,3.9489,-0.59
150/A/NBP/2019,2019-08-05,3.9724,0.92
149/A/NBP/2019,2019-08-02,3.9363,0.78
148/A/NBP/2019,2019-08-01,3.9058,0.52
147/A/NBP/2019,2019-07-31,3.8856,-0.01
146/A/NBP/2019,2019-07-30,3.8859,0.22
145/A/NBP/2019,2019-07-29,3.8774,0.42
144/A/NBP/2019,2019-07-26,3.8612,-0.32
143/A/NBP/2019,2019-07-25,3.8735,-0.1
142/A/NBP/2019,2019-07-24,3.8775,0.48
141/A/NBP/2019,2019-07-23,3.8589,0.05
140/A/NBP/2019,2019-07-22,3.8571,0.24
139/A/NBP/2019,2019-07-19,3.848,-0.06
138/A/NBP/2019,2019-07-18,3.8505,0.18
137/A/NBP/2019,2019-07-17,3.8434,-0.11
136/A/NBP/2019,2019-07-16,3.8475,-0.1
135/A/NBP/2019,2019-07-15,3.8512,0.3
134/A/NBP/2019,2019-07-12,3.8397,-0.02
133/A/NBP/2019,2019-07-11,3.8406,-0.01
132/A/NBP/2019,2019-07-10,3.841,0.33
131/A/NBP/2019,2019-07-09,3.8282,0.23
130/A/NBP/2019,2019-07-08,3.8194,0.08
129/A/NBP/2019,2019-07-05,3.8165,0.1
128/A/NBP/2019,2019-07-04,3.8125,-0.07
127/A/NBP/2019,2019-07-03,3.8152,0.25
126/A/NBP/2019,2019-07-02,3.8056,0.06
125/A/NBP/2019,2019-07-01,3.8034,-0.75
124/A/NBP/2019,2019-06-28,3.8322,0.22
123/A/NBP/2019,2019-06-27,3.8238,-0.62
122/A/NBP/2019,2019-06-26,3.8477,0.44
121/A/NBP/2019,2019-06-25,3.8308,0.13
120/A/NBP/2019,2019-06-24,3.8259,-0.32
119/A/NBP/2019,2019-06-21,3.8381,0.59
118/A/NBP/2019,2019-06-19,3.8157,0.15
117/A/NBP/2019,2019-06-18,3.8099,0.23
116/A/NBP/2019,2019-06-17,3.8013,0.28
115/A/NBP/2019,2019-06-14,3.7905,-0.27
114/A/NBP/2019,2019-06-13,3.8009,0.17
113/A/NBP/2019,2019-06-12,3.7943,-0.3
112/A/NBP/2019,2019-06-11,3.8059,-0.11
111/A/NBP/2019,2019-06-10,3.81,-0.24
110/A/NBP/2019,2019-06-07,3.8191,-0.24
109/A/NBP/2019,2019-06-06,3.8281,0.12
108/A/NBP/2019,2019-06-05,3.8234,-0.09
107/A/NBP/2019,2019-06-04,3.8267,-0.37
106/A/NBP/2019,2019-06-03,3.8411,0.31
105/A/NBP/2019,2019-05-31,3.8294,0.26
104/A/NBP/2019,2019-05-30,3.8196,-0.35
103/A/NBP/2019,2019-05-29,3.8329,0.21
102/A/NBP/2019,2019-05-28,3.8249,0.25
101/A/NBP/2019,2019-05-27,3.8154,-0.45
100/A/NBP/2019,2019-05-24,3.8327,-0.04
99/A/NBP/2019,2019-05-23,3.8343,0.35
98/A/NBP/2019,2019-05-22,3.8209,-0.07
97/A/NBP/2019,2019-05-21,3.8235,0.12
96/A/NBP/2019,2019-05-20,3.8189,-0.02
95/A/NBP/2019,2019-05-17,3.8196,0.64
94/A/NBP/2019,2019-05-16,3.7952,-0.76
93/A/NBP/2019,2019-05-15,3.8244,0.53
92/A/NBP/2019,2019-05-14,3.8042,0.25
91/A/NBP/2019,2019-05-13,3.7949,0.57
90/A/NBP/2019,2019-05-10,3.7734,-0.02
89/A/NBP/2019,2019-05-09,3.7741,0.23
88/A/NBP/2019,2019-05-08,3.7654,0.19
87/A/NBP/2019,2019-05-07,3.7583,-0.18
86/A/NBP/2019,2019-05-06,3.7649,0.45
85/A/NBP/2019,2019-05-02,3.748,-0.34
84/A/NBP/2019,2019-04-30,3.7607,-0.37
83/A/NBP/2019,2019-04-29,3.7747,0.03
82/A/NBP/2019,2019-04-26,3.7734,-0.12
81/A/NBP/2019,2019-04-25,3.7781,0.56
80/A/NBP/2019,2019-04-24,3.757,0.38
79/A/NBP/2019,2019-04-23,3.7427,-0.35
78/A/NBP/2019,2019-04-19,3.7557,-0.08
77/A/NBP/2019,2019-04-18,3.7586,0.24
76/A/NBP/2019,2019-04-17,3.7495,-0.31
75/A/NBP/2019,2019-04-16,3.7612,-0.23
74/A/NBP/2019,2019-04-15,3.7698,-0.39
73/A/NBP/2019,2019-04-12,3.7846,-0.18
72/A/NBP/2019,2019-04-11,3.7913,-0.19
71/A/NBP/2019,2019-04-10,3.7984,-0.22
70/A/NBP/2019,2019-04-09,3.8069,-0.29
69/A/NBP/2019,2019-04-08,3.818,-0.11
68/A/NBP/2019,2019-04-05,3.8222,-0.11
67/A/NBP/2019,2019-04-04,3.8263,-0.17
66/A/NBP/2019,2019-04-03,3.8328,-0.22
65/A/NBP/2019,2019-04-02,3.8412,-0.22
64/A/NBP/2019,2019-04-01,3.8495,-0.05
63/A/NBP/2019,2019-03-29,3.8513,0.36
62/A/NBP/2019,2019-03-28,3.8376,0.01
61/A/NBP/2019,2019-03-27,3.8373,0.33
60/A/NBP/2019,2019-03-26,3.8245,0.16
59/A/NBP/2019,2019-03-25,3.8184,0.28
58/A/NBP/2019,2019-03-22,3.8079,0.61
57/A/NBP/2019,2019-03-21,3.7849,0.18
56/A/NBP/2019,2019-03-20,3.7781,-0.12
55/A/NBP/2019,2019-03-19,3.7828,-0.03
54/A/NBP/2019,2019-03-18,3.7838,-0.07
53/A/NBP/2019,2019-03-15,3.7863,0.02
52/A/NBP/2019,2019-03-14,3.7854,0.01
51/A/NBP/2019,2019-03-13,3.7852,0.1
50/A/NBP/2019,2019-03-12,3.7813,-0.23
49/A/NBP/2019,2019-03-11,3.7902,-0.34
48/A/NBP/2019,2019-03-08,3.8031,0.43
47/A/NBP/2019,2019-03-07,3.7867,0.06
46/A/NBP/2019,2019-03-06,3.7845,-0.25
45/A/NBP/2019,2019-03-05,3.794,0.22
44/A/NBP/2019,2019-03-04,3.7856,-0.13
43/A/NBP/2019,2019-03-01,3.7907,-0.28
42/A/NBP/2019,2019-02-28,3.8013,0.03
41/A/NBP/2019,2019-02-27,3.8003,-0.37
40/A/NBP/2019,2019-02-26,3.8145,-0.32
39/A/NBP/2019,2019-02-25,3.8267,0.11
38/A/NBP/2019,2019-02-22,3.8225,0.14
37/A/NBP/2019,2019-02-21,3.8171,-0.05
36/A/NBP/2019,2019-02-20,3.819,0.13
35/A/NBP/2019,2019-02-19,3.8141,-0.02
34/A/NBP/2019,2019-02-18,3.815,0.18
33/A/NBP/2019,2019-02-15,3.8081,-0.26
32/A/NBP/2019,2019-02-14,3.8182,0.4
31/A/NBP/2019,2019-02-13,3.8031,-0.16
30/A/NBP/2019,2019-02-12,3.8093,0.03
29/A/NBP/2019,2019-02-11,3.8082,0.33
28/A/NBP/2019,2019-02-08,3.7956,0.38
27/A/NBP/2019,2019-02-07,3.7814,0.36
26/A/NBP/2019,2019-02-06,3.768,0.43
25/A/NBP/2019,2019-02-05,3.7519,0.02
24/A/NBP/2019,2019-02-04,3.7511,0.01
23/A/NBP/2019,2019-02-01,3.7509,-0.03
22/A/NBP/2019,2019-01-31,3.7521,-0.54
21/A/NBP/2019,2019-01-30,3.7725,-0.36
20/A/NBP/2019,2019-01-29,3.7861,-0.09
19/A/NBP/2019,2019-01-28,3.7896,-0.39
18/A/NBP/2019,2019-01-25,3.8044,-0.11
17/A/NBP/2019,2019-01-24,3.8084,0.71
16/A/NBP/2019,2019-01-23,3.7817,-0.06
15/A/NBP/2019,2019-01-22,3.7839,-0.01
14/A/NBP/2019,2019-01-21,3.7844,-0.19
13/A/NBP/2019,2019-01-18,3.7917,-0.01
12/A/NBP/2019,2019-01-17,3.7921,-0.38
11/A/NBP/2019,2019-01-16,3.8066,-0.12
10/A/NBP/2019,2019-01-15,3.8111,-0.01
9/A/NBP/2019,2019-01-14,3.8116,0.45
8/A/NBP/2019,2019-01-11,3.7945,-0.86
7/A/NBP/2019,2019-01-10,3.8273,-0.02
6/A/NBP/2019,2019-01-09,3.8282,-0.07
5/A/NBP/2019,2019-01-08,3.8307,0.16
4/A/NBP/2019,2019-01-07,3.8245,0.08
3/A/NBP/2019,2019-01-04,3.8213,-0.34
2/A/NBP/2019,2019-01-03,3.8343,0.26
1/A/NBP/2019,2019-01-02,3.8242,0.2
252/A/NBP/2018,2018-12-31,3.8166,0.13
251/A/NBP/2018,2018-12-28,3.8115,0.47
250/A/NBP/2018,2018-12-27,3.7938,0.43
249/A/NBP/2018,2018-12-24,3.7777,-0.37
248/A/NBP/2018,2018-12-21,3.7916,0.31
247/A/NBP/2018,2018-12-20,3.7797,-0.21
246/A/NBP/2018,2018-12-19,3.7875,-0.3
245/A/NBP/2018,2018-12-18,3.7989,-0.09
244/A/NBP/2018,2018-12-17,3.8025,-0.46
243/A/NBP/2018,2018-12-14,3.8202,0.44
242/A/NBP/2018,2018-12-13,3.8036,-0.41
241/A/NBP/2018,2018-12-12,3.8191,-0.2
240/A/NBP/2018,2018-12-11,3.8266,0.71
239/A/NBP/2018,2018-12-10,3.7996,0.19
238/A/NBP/2018,2018-12-07,3.7924,-0.08
237/A/NBP/2018,2018-12-06,3.7955,0.15
236/A/NBP/2018,2018-12-05,3.7899,0.35
235/A/NBP/2018,2018-12-04,3.7765,-0.01
234/A/NBP/2018,2018-12-03,3.7768,-0.28
233/A/NBP/2018,2018-11-30,3.7873,-0.23
232/A/NBP/2018,2018-11-29,3.796,-0.46
231/A/NBP/2018,2018-11-28,3.8137,0.49
230/A/NBP/2018,2018-11-27,3.795,0.31
229/A/NBP/2018,2018-11-26,3.7831,-0.31
228/A/NBP/2018,2018-11-23,3.7949,-0.13
227/A/NBP/2018,2018-11-22,3.8,-0.08
226/A/NBP/2018,2018-11-21,3.8029,-0.37
225/A/NBP/2018,2018-11-20,3.8171,0.59
224/A/NBP/2018,2018-11-19,3.7947,0.9
223/A/NBP/2018,2018-11-16,3.7608,-0.54
222/A/NBP/2018,2018-11-15,3.7814,0.18
221/A/NBP/2018,2018-11-14,3.7747,-0.3
220/A/NBP/2018,2018-11-13,3.7862,0.14
219/A/NBP/2018,2018-11-12,3.7809,0.73
218/A/NBP/2018,2018-11-09,3.7535,0.08
217/A/NBP/2018,2018-11-08,3.7504,-0.05
216/A/NBP/2018,2018-11-07,3.7522,-0.27
215/A/NBP/2018,2018-11-06,3.7624,-0.26
214/A/NBP/2018,2018-11-05,3.7722,-0.27
213/A/NBP/2018,2018-11-02,3.7825,-0.41
212/A/NBP/2018,2018-10-31,3.7982,0.01
211/A/NBP/2018,2018-10-30,3.7977,0.14
210/A/NBP/2018,2018-10-29,3.7925,0.1
209/A/NBP/2018,2018-10-26,3.7887,0.03
208/A/NBP/2018,2018-10-25,3.7875,0.19
207/A/NBP/2018,2018-10-24,3.7802,0.36
206/A/NBP/2018,2018-10-23,3.7667,0.75
205/A/NBP/2018,2018-10-22,3.7387,-0.95
204/A/NBP/2018,2018-10-19,3.7746,0.54
203/A/NBP/2018,2018-10-18,3.7543,0.23
202/A/NBP/2018,2018-10-17,3.7456,-0.13
201/A/NBP/2018,2018-10-16,3.7505,0.01
200/A/NBP/2018,2018-10-15,3.7502,0.02
199/A/NBP/2018,2018-10-12,3.7494,-0.86
198/A/NBP/2018,2018-10-11,3.7818,0.13
197/A/NBP/2018,2018-10-10,3.777,-0.24
196/A/NBP/2018,2018-10-09,3.7861,-0.02
195/A/NBP/2018,2018-10-08,3.7869,0.34
194/A/NBP/2018,2018-10-05,3.7741,-0.2
193/A/NBP/2018,2018-10-04,3.7816,0.44
192/A/NBP/2018,2018-10-03,3.765,-0.82
191/A/NBP/2018,2018-10-02,3.7962,1.36
190/A/NBP/2018,2018-10-01,3.7452,-0.49
189/A/NBP/2018,2018-09-28,3.7638,-0.16
188/A/NBP/2018,2018-09-27,3.7697,-0.1
187/A/NBP/2018,2018-09-26,3.7735,-0.1
186/A/NBP/2018,2018-09-25,3.7773,-1.06
185/A/NBP/2018,2018-09-24,3.8177,0.22
184/A/NBP/2018,2018-09-21,3.8095,0.29
183/A/NBP/2018,2018-09-20,3.7985,-0.05
182/A/NBP/2018,2018-09-19,3.8005,-0.84
181/A/NBP/2018,2018-09-18,3.8327,0.34
180/A/NBP/2018,2018-09-17,3.8199,0.06
179/A/NBP/2018,2018-09-14,3.8178,-0.22
178/A/NBP/2018,2018-09-13,3.8264,0.26
177/A/NBP/2018,2018-09-12,3.8166,0.25
176/A/NBP/2018,2018-09-11,3.8069,-0.82
175/A/NBP/2018,2018-09-10,3.8384,0.13
174/A/NBP/2018,2018-09-07,3.8335,0.07
173/A/NBP/2018,2018-09-06,3.8309,0.02
172/A/NBP/2018,2018-09-05,3.8301,0.04
171/A/NBP/2018,2018-09-04,3.8287,0.46
170/A/NBP/2018,2018-09-03,3.8112,0.21
169/A/NBP/2018,2018-08-31,3.8033,0.43
168/A/NBP/2018,2018-08-30,3.7871,0.69
167/A/NBP/2018,2018-08-29,3.7613,0.56
166/A/NBP/2018,2018-08-28,3.7404,-0.09
165/A/NBP/2018,2018-08-27,3.7437,-0.42
164/A/NBP/2018,2018-08-24,3.7596,-0.31
163/A/NBP/2018,2018-08-23,3.7714,0.02
162/A/NBP/2018,2018-08-22,3.7705,-0.39
161/A/NBP/2018,2018-08-21,3.7853,0.04
160/A/NBP/2018,2018-08-20,3.7838,-0.23
159/A/NBP/2018,2018-08-17,3.7926,-0.54
158/A/NBP/2018,2018-08-16,3.8131,0.27
157/A/NBP/2018,2018-08-14,3.8027,-0.07
156/A/NBP/2018,2018-08-13,3.8054,0.95
155/A/NBP/2018,2018-08-10,3.7697,1.7
154/A/NBP/2018,2018-08-09,3.7068,0.43
153/A/NBP/2018,2018-08-08,3.6908,0.03
152/A/NBP/2018,2018-08-07,3.6896,-0.52
151/A/NBP/2018,2018-08-06,3.7088,-0.08
150/A/NBP/2018,2018-08-03,3.7118,0.35
149/A/NBP/2018,2018-08-02,3.6988,0.28
148/A/NBP/2018,2018-08-01,3.6884,-0.12
147/A/NBP/2018,2018-07-31,3.6928,-0.01
146/A/NBP/2018,2018-07-30,3.6932,-0.32
145/A/NBP/2018,2018-07-27,3.705,0.38
144/A/NBP/2018,2018-07-26,3.6909,-0.43
143/A/NBP/2018,2018-07-25,3.707,-0.43
142/A/NBP/2018,2018-07-24,3.723,-0.11
141/A/NBP/2018,2018-07-23,3.7271,0.19
140/A/NBP/2018,2018-07-20,3.7199,0.21
139/A/NBP/2018,2018-07-19,3.7121,0.49
138/A/NBP/2018,2018-07-18,3.6941,0.25
137/A/NBP/2018,2018-07-17,3.685,0.09
136/A/NBP/2018,2018-07-16,3.6816,-0.81
135/A/NBP/2018,2018-07-13,3.7118,-0.11
134/A/NBP/2018,2018-07-12,3.7159,-0.26
133/A/NBP/2018,2018-07-11,3.7255,0.07
132/A/NBP/2018,2018-07-10,3.723,-0.28
131/A/NBP/2018,2018-07-09,3.7334,-0.46
130/A/NBP/2018,2018-07-06,3.7507,-0.67
129/A/NBP/2018,2018-07-05,3.7759,-0.7
128/A/NBP/2018,2018-07-04,3.8027,0.14
127/A/NBP/2018,2018-07-03,3.7973,-0.12
126/A/NBP/2018,2018-07-02,3.8019,0.84
125/A/NBP/2018,2018-06-29,3.7702,-0.16
124/A/NBP/2018,2018-06-28,3.7764,0.25
123/A/NBP/2018,2018-06-27,3.7669,0.2
122/A/NBP/2018,2018-06-26,3.7595,0.07
121/A/NBP/2018,2018-06-25,3.7567,0.54
120/A/NBP/2018,2018-06-22,3.7367,-0.95
119/A/NBP/2018,2018-06-21,3.7726,0.68
118/A/NBP/2018,2018-06-20,3.747,0.02
117/A/NBP/2018,2018-06-19,3.7462,0.89
116/A/NBP/2018,2018-06-18,3.713,0.2
115/A/NBP/2018,2018-06-15,3.7056,0.74
114/A/NBP/2018,2018-06-14,3.6782,-0.25
113/A/NBP/2018,2018-06-13,3.6874,0.03
112/A/NBP/2018,2018-06-12,3.6862,0.28
111/A/NBP/2018,2018-06-11,3.676,-1.01
110/A/NBP/2018,2018-06-08,3.7136,1.14
109/A/NBP/2018,2018-06-07,3.6717,-0.77
108/A/NBP/2018,2018-06-06,3.7001,-0.23
107/A/NBP/2018,2018-06-05,3.7087,-0.35
106/A/NBP/2018,2018-06-04,3.7218,-0.6
105/A/NBP/2018,2018-06-01,3.7442,-0.36
104/A/NBP/2018,2018-05-30,3.7577,0.06
103/A/NBP/2018,2018-05-29,3.7554,1.1
102/A/NBP/2018,2018-05-28,3.7145,0.51
101/A/NBP/2018,2018-05-25,3.6956,0.18
100/A/NBP/2018,2018-05-24,3.689,-0.32
99/A/NBP/2018,2018-05-23,3.7007,1.71
98/A/NBP/2018,2018-05-22,3.6385,-0.7
97/A/NBP/2018,2018-05-21,3.6641,0.63
96/A/NBP/2018,2018-05-18,3.6413,0.51
95/A/NBP/2018,2018-05-17,3.6229,-0.14
94/A/NBP/2018,2018-05-16,3.6278,1.02
93/A/NBP/2018,2018-05-15,3.5912,0.89
92/A/NBP/2018,2018-05-14,3.5594,-0.14
91/A/NBP/2018,2018-05-11,3.5643,0.04
90/A/NBP/2018,2018-05-10,3.563,-0.99
89/A/NBP/2018,2018-05-09,3.5988,0.68
88/A/NBP/2018,2018-05-08,3.5744,0.66
87/A/NBP/2018,2018-05-07,3.5509,-0.78
86/A/NBP/2018,2018-05-04,3.5789,0.16
85/A/NBP/2018,2018-05-02,3.5731,1.4
84/A/NBP/2018,2018-04-30,3.5236,-0.2
83/A/NBP/2018,2018-04-27,3.5306,-0.26
82/A/NBP/2018,2018-04-26,3.5397,0.58
81/A/NBP/2018,2018-04-25,3.5193,0.1
80/A/NBP/2018,2018-04-24,3.5158,0.6
79/A/NBP/2018,2018-04-23,3.495,0.35
78/A/NBP/2018,2018-04-20,3.4827,0.14
77/A/NBP/2018,2018-04-19,3.4777,-0.08
76/A/NBP/2018,2018-04-18,3.4805,-0.33
75/A/NBP/2018,2018-04-17,3.4921,-0.38
74/A/NBP/2018,2018-04-16,3.5054,-0.45
73/A/NBP/2018,2018-04-13,3.5214,-0.25
72/A/NBP/2018,2018-04-12,3.5303,-0.1
71/A/NBP/2018,2018-04-11,3.534,-0.88
70/A/NBP/2018,2018-04-10,3.5653,0.1
69/A/NBP/2018,2018-04-09,3.5618,-0.01
68/A/NBP/2018,2018-04-06,3.562,-0.17
67/A/NBP/2018,2018-04-05,3.5681,-0.11
66/A/NBP/2018,2018-04-04,3.5719,-0.32
65/A/NBP/2018,2018-04-03,3.5832,0.06
64/A/NBP/2018,2018-03-30,3.5812,0.24
63/A/NBP/2018,2018-03-29,3.5728,-0.01
62/A/NBP/2018,2018-03-28,3.5731,-0.31
61/A/NBP/2018,2018-03-27,3.5843,-0.68
60/A/NBP/2018,2018-03-26,3.6089,-0.34
59/A/NBP/2018,2018-03-23,3.6211,0.22
58/A/NBP/2018,2018-03-22,3.6133,-0.2
57/A/NBP/2018,2018-03-21,3.6205,0.47
56/A/NBP/2018,2018-03-20,3.6035,0.07
55/A/NBP/2018,2018-03-19,3.6009,-0.05
54/A/NBP/2018,2018-03-16,3.6028,-0.12
53/A/NBP/2018,2018-03-15,3.6073,0.18
52/A/NBP/2018,2018-03-14,3.6009,-0.02
51/A/NBP/2018,2018-03-13,3.6016,0.42
50/A/NBP/2018,2018-03-12,3.5865,-0.16
49/A/NBP/2018,2018-03-09,3.5923,0.04
48/A/NBP/2018,2018-03-08,3.5907,-0.24
47/A/NBP/2018,2018-03-07,3.5992,-0.34
46/A/NBP/2018,2018-03-06,3.6114,-0.57
45/A/NBP/2018,2018-03-05,3.6321,-0.41
44/A/NBP/2018,2018-03-02,3.647,0.38
43/A/NBP/2018,2018-03-01,3.6333,0.18
42/A/NBP/2018,2018-02-28,3.6268,0.48
41/A/NBP/2018,2018-02-27,3.6093,-0.34
40/A/NBP/2018,2018-02-26,3.6217,-0.23
39/A/NBP/2018,2018-02-23,3.6302,0.14
38/A/NBP/2018,2018-02-22,3.6252,0.76
37/A/NBP/2018,2018-02-21,3.5978,0.03
36/A/NBP/2018,2018-02-20,3.5967,-0.13
35/A/NBP/2018,2018-02-19,3.6013,-0.1
34/A/NBP/2018,2018-02-16,3.6049,0.3
33/A/NBP/2018,2018-02-15,3.594,-0.47
32/A/NBP/2018,2018-02-14,3.611,-0.48
31/A/NBP/2018,2018-02-13,3.6283,-0.27
30/A/NBP/2018,2018-02-12,3.638,-0.35
29/A/NBP/2018,2018-02-09,3.6506,1.25
28/A/NBP/2018,2018-02-08,3.6056,0.42
27/A/NBP/2018,2018-02-07,3.5904,0.15
26/A/NBP/2018,2018-02-06,3.5852,-0.08
25/A/NBP/2018,2018-02-05,3.5882,-0.01
24/A/NBP/2018,2018-02-02,3.5886,0.22
23/A/NBP/2018,2018-02-01,3.5806,0.14
22/A/NBP/2018,2018-01-31,3.5755,-0.13
21/A/NBP/2018,2018-01-30,3.5802,0.5
20/A/NBP/2018,2018-01-29,3.5625,-0.05
19/A/NBP/2018,2018-01-26,3.5644,0.49
18/A/NBP/2018,2018-01-25,3.547,0.03
17/A/NBP/2018,2018-01-24,3.546,0.18
16/A/NBP/2018,2018-01-23,3.5396,-0.21
15/A/NBP/2018,2018-01-22,3.5472,-0.29
14/A/NBP/2018,2018-01-19,3.5576,0.3
13/A/NBP/2018,2018-01-18,3.5471,0.21
12/A/NBP/2018,2018-01-17,3.5398,-0.08
11/A/NBP/2018,2018-01-16,3.5428,0.27
10/A/NBP/2018,2018-01-15,3.5334,-0.09
9/A/NBP/2018,2018-01-12,3.5365,-0.89
8/A/NBP/2018,2018-01-11,3.5683,0.17
7/A/NBP/2018,2018-01-10,3.5623,0
6/A/NBP/2018,2018-01-09,3.5622,0.34
5/A/NBP/2018,2018-01-08,3.5502,0.58
4/A/NBP/2018,2018-01-05,3.5298,-0.03
3/A/NBP/2018,2018-01-04,3.5308,-0.8
2/A/NBP/2018,2018-01-03,3.5592,0.07
1/A/NBP/2018,2018-01-02,3.5567,-0.29
251/A/NBP/2017,2017-12-29,3.5672,-0.12
250/A/NBP/2017,2017-12-28,3.5716,0.18
249/A/NBP/2017,2017-12-27,3.5651,-0.32
248/A/NBP/2017,2017-12-22,3.5764,-0.19
247/A/NBP/2017,2017-12-21,3.5832,-0.26
246/A/NBP/2017,2017-12-20,3.5925,-0.58
245/A/NBP/2017,2017-12-19,3.6134,-0.01
244/A/NBP/2017,2017-12-18,3.6137,-0.25
243/A/NBP/2017,2017-12-15,3.6227,0.23
242/A/NBP/2017,2017-12-14,3.6144,-0.12
241/A/NBP/2017,2017-12-13,3.6186,0.28
240/A/NBP/2017,2017-12-12,3.6085,0.33
