Tabela,Data,Kurs średni,Zmiana
248/A/NBP/2021,2021-12-23,4.6359,0.25
247/A/NBP/2021,2021-12-22,4.6244,0.01
246/A/NBP/2021,2021-12-21,4.6238,-0.31
245/A/NBP/2021,2021-12-20,4.6381,0.1
244/A/NBP/2021,2021-12-17,4.6334,0.04
243/A/NBP/2021,2021-12-16,4.6315,0.22
242/A/NBP/2021,2021-12-15,4.6214,-0.48
241/A/NBP/2021,2021-12-14,4.6436,0.5
240/A/NBP/2021,2021-12-13,4.6204,0.16
239/A/NBP/2021,2021-12-10,4.6129,-0.21
238/A/NBP/2021,2021-12-09,4.6226,0.62
237/A/NBP/2021,2021-12-08,4.5941,-0.11
236/A/NBP/2021,2021-12-07,4.5991,0.22
235/A/NBP/2021,2021-12-06,4.5889,-0.1
234/A/NBP/2021,2021-12-03,4.5934,-0.15
233/A/NBP/2021,2021-12-02,4.6002,-1.06
232/A/NBP/2021,2021-12-01,4.6494,-0.73
231/A/NBP/2021,2021-11-30,4.6834,-0.32
230/A/NBP/2021,2021-11-29,4.6982,-0.12
229/A/NBP/2021,2021-11-26,4.7038,0.75
228/A/NBP/2021,2021-11-25,4.6688,-0.26
227/A/NBP/2021,2021-11-24,4.6811,-0.76
226/A/NBP/2021,2021-11-23,4.7171,-0.08
225/A/NBP/2021,2021-11-22,4.721,0.78
224/A/NBP/2021,2021-11-19,4.6844,0.54
223/A/NBP/2021,2021-11-18,4.6592,-0.05
222/A/NBP/2021,2021-11-17,4.6614,-0.08
221/A/NBP/2021,2021-11-16,4.6652,0.62
220/A/NBP/2021,2021-11-15,4.6365,-0.1
219/A/NBP/2021,2021-11-12,4.6412,0.88
218/A/NBP/2021,2021-11-10,4.6007,0.14
217/A/NBP/2021,2021-11-09,4.5942,-0.02
216/A/NBP/2021,2021-11-08,4.595,-0.25
215/A/NBP/2021,2021-11-05,4.6065,0.17
214/A/NBP/2021,2021-11-04,4.5987,-0.03
213/A/NBP/2021,2021-11-03,4.6,-0.28
212/A/NBP/2021,2021-11-02,4.6129,-0.17
211/A/NBP/2021,2021-10-29,4.6208,-0.16
210/A/NBP/2021,2021-10-28,4.6284,0.26
209/A/NBP/2021,2021-10-27,4.6165,0.07
208/A/NBP/2021,2021-10-26,4.6134,0.25
207/A/NBP/2021,2021-10-25,4.6018,-0.12
206/A/NBP/2021,2021-10-22,4.6072,0.31
205/A/NBP/2021,2021-10-21,4.593,0.19
204/A/NBP/2021,2021-10-20,4.5841,0.27
203/A/NBP/2021,2021-10-19,4.5717,0
202/A/NBP/2021,2021-10-18,4.5715,-0.04
201/A/NBP/2021,2021-10-15,4.5733,-0.08
200/A/NBP/2021,2021-10-14,4.577,-0.08
199/A/NBP/2021,2021-10-13,4.5806,-0.12
198/A/NBP/2021,2021-10-12,4.5859,-0.57
197/A/NBP/2021,2021-10-11,4.612,0.36
196/A/NBP/2021,2021-10-08,4.5956,1.06
195/A/NBP/2021,2021-10-07,4.5472,-1.58
194/A/NBP/2021,2021-10-06,4.6203,0.37
193/A/NBP/2021,2021-10-05,4.6034,0.7
192/A/NBP/2021,2021-10-04,4.5716,-0.49
191/A/NBP/2021,2021-10-01,4.5941,-0.84
190/A/NBP/2021,2021-09-30,4.6329,0.09
189/A/NBP/2021,2021-09-29,4.6287,0.21
188/A/NBP/2021,2021-09-28,4.6192,0.61
187/A/NBP/2021,2021-09-27,4.5912,-0.38
186/A/NBP/2021,2021-09-24,4.6085,0.16
185/A/NBP/2021,2021-09-23,4.6012,-0.64
184/A/NBP/2021,2021-09-22,4.6308,0.33
183/A/NBP/2021,2021-09-21,4.6154,0.34
182/A/NBP/2021,2021-09-20,4.5999,0.46
181/A/NBP/2021,2021-09-17,4.5789,0.12
180/A/NBP/2021,2021-09-16,4.5736,0.51
179/A/NBP/2021,2021-09-15,4.5502,-0.13
178/A/NBP/2021,2021-09-14,4.5559,0.38
177/A/NBP/2021,2021-09-13,4.5386,-0.25
176/A/NBP/2021,2021-09-10,4.5499,0.41
175/A/NBP/2021,2021-09-09,4.5315,0.31
174/A/NBP/2021,2021-09-08,4.5175,-0.01
173/A/NBP/2021,2021-09-07,4.5181,0.1
172/A/NBP/2021,2021-09-06,4.5134,0.02
171/A/NBP/2021,2021-09-03,4.5124,0.13
170/A/NBP/2021,2021-09-02,4.5067,-0.26
169/A/NBP/2021,2021-09-01,4.5184,-0.42
168/A/NBP/2021,2021-08-31,4.5374,-0.69
167/A/NBP/2021,2021-08-30,4.5691,-0.24
166/A/NBP/2021,2021-08-27,4.5803,0.1
165/A/NBP/2021,2021-08-26,4.5758,0.17
164/A/NBP/2021,2021-08-25,4.5679,-0.37
163/A/NBP/2021,2021-08-24,4.5848,-0.06
162/A/NBP/2021,2021-08-23,4.5876,-0.01
161/A/NBP/2021,2021-08-20,4.588,0.08
160/A/NBP/2021,2021-08-19,4.5843,0.65
159/A/NBP/2021,2021-08-18,4.5547,-0.32
158/A/NBP/2021,2021-08-17,4.5691,0.09
157/A/NBP/2021,2021-08-16,4.5651,-0.15
156/A/NBP/2021,2021-08-13,4.5718,-0.4
155/A/NBP/2021,2021-08-12,4.59,0.1
154/A/NBP/2021,2021-08-11,4.5854,0.38
153/A/NBP/2021,2021-08-10,4.5681,-0.06
152/A/NBP/2021,2021-08-09,4.5709,0.47
151/A/NBP/2021,2021-08-06,4.5495,-0.13
150/A/NBP/2021,2021-08-05,4.5555,0.19
149/A/NBP/2021,2021-08-04,4.5468,-0.14
148/A/NBP/2021,2021-08-03,4.5533,-0.17
147/A/NBP/2021,2021-08-02,4.5611,-0.26
146/A/NBP/2021,2021-07-30,4.5731,-0.29
145/A/NBP/2021,2021-07-29,4.5866,-0.19
144/A/NBP/2021,2021-07-28,4.5955,0
143/A/NBP/2021,2021-07-27,4.5954,0.21
142/A/NBP/2021,2021-07-26,4.5858,0.24
141/A/NBP/2021,2021-07-23,4.5747,-0.06
140/A/NBP/2021,2021-07-22,4.5773,-0.46
139/A/NBP/2021,2021-07-21,4.5983,0
138/A/NBP/2021,2021-07-20,4.5983,0.23
137/A/NBP/2021,2021-07-19,4.5877,0.03
136/A/NBP/2021,2021-07-16,4.5865,0.19
135/A/NBP/2021,2021-07-15,4.5777,-0.28
134/A/NBP/2021,2021-07-14,4.5904,0.53
133/A/NBP/2021,2021-07-13,4.5662,0.23
132/A/NBP/2021,2021-07-12,4.5559,0.2
131/A/NBP/2021,2021-07-09,4.5467,0.12
130/A/NBP/2021,2021-07-08,4.5414,0.48
129/A/NBP/2021,2021-07-07,4.5197,0.36
128/A/NBP/2021,2021-07-06,4.5036,-0.1
127/A/NBP/2021,2021-07-05,4.5083,-0.38
126/A/NBP/2021,2021-07-02,4.5257,0.15
125/A/NBP/2021,2021-07-01,4.5187,-0.05
124/A/NBP/2021,2021-06-30,4.5208,0.19
123/A/NBP/2021,2021-06-29,4.5123,0.07
122/A/NBP/2021,2021-06-28,4.5092,0.02
121/A/NBP/2021,2021-06-25,4.5085,-0.48
120/A/NBP/2021,2021-06-24,4.5302,0.23
119/A/NBP/2021,2021-06-23,4.52,-0.37
118/A/NBP/2021,2021-06-22,4.5366,-0.17
117/A/NBP/2021,2021-06-21,4.5442,-0.13
116/A/NBP/2021,2021-06-18,4.5503,0.43
115/A/NBP/2021,2021-06-17,4.5309,0.05
114/A/NBP/2021,2021-06-16,4.5285,-0.05
113/A/NBP/2021,2021-06-15,4.5306,0.62
112/A/NBP/2021,2021-06-14,4.5027,0.68
111/A/NBP/2021,2021-06-11,4.4723,-0.17
110/A/NBP/2021,2021-06-10,4.48,0.58
109/A/NBP/2021,2021-06-09,4.4541,-0.3
108/A/NBP/2021,2021-06-08,4.4674,0.21
107/A/NBP/2021,2021-06-07,4.4581,-0.34
106/A/NBP/2021,2021-06-04,4.4734,0.18
105/A/NBP/2021,2021-06-02,4.4654,-0.21
104/A/NBP/2021,2021-06-01,4.4749,-0.12
103/A/NBP/2021,2021-05-31,4.4805,-0.09
102/A/NBP/2021,2021-05-28,4.4845,-0.3
101/A/NBP/2021,2021-05-27,4.498,0.15
100/A/NBP/2021,2021-05-26,4.4914,0.24
99/A/NBP/2021,2021-05-25,4.4806,-0.16
98/A/NBP/2021,2021-05-24,4.4877,-0.18
97/A/NBP/2021,2021-05-21,4.4958,-0.51
96/A/NBP/2021,2021-05-20,4.5189,-0.26
95/A/NBP/2021,2021-05-19,4.5306,0.08
94/A/NBP/2021,2021-05-18,4.5272,-0.06
93/A/NBP/2021,2021-05-17,4.5298,-0.04
92/A/NBP/2021,2021-05-14,4.5316,-0.29
91/A/NBP/2021,2021-05-13,4.5447,-0.01
90/A/NBP/2021,2021-05-12,4.5453,-0.38
89/A/NBP/2021,2021-05-11,4.5628,-0.01
88/A/NBP/2021,2021-05-10,4.5631,-0.29
87/A/NBP/2021,2021-05-07,4.5764,-0.14
86/A/NBP/2021,2021-05-06,4.5829,0.17
85/A/NBP/2021,2021-05-05,4.5752,0.47
84/A/NBP/2021,2021-05-04,4.5539,-0.25
83/A/NBP/2021,2021-04-30,4.5654,-0.28
82/A/NBP/2021,2021-04-29,4.5782,-0.06
81/A/NBP/2021,2021-04-28,4.5811,0.43
80/A/NBP/2021,2021-04-27,4.5613,0.11
79/A/NBP/2021,2021-04-26,4.5565,-0.18
78/A/NBP/2021,2021-04-23,4.5649,0.19
77/A/NBP/2021,2021-04-22,4.5562,-0.01
76/A/NBP/2021,2021-04-21,4.5567,0.06
75/A/NBP/2021,2021-04-20,4.5541,0.15
74/A/NBP/2021,2021-04-19,4.5474,-0.02
73/A/NBP/2021,2021-04-16,4.5481,-0.14
72/A/NBP/2021,2021-04-15,4.5546,-0.01
71/A/NBP/2021,2021-04-14,4.5552,-0.16
70/A/NBP/2021,2021-04-13,4.5627,0.66
69/A/NBP/2021,2021-04-12,4.533,-0.18
68/A/NBP/2021,2021-04-09,4.5414,-0.37
67/A/NBP/2021,2021-04-08,4.5581,-0.69
66/A/NBP/2021,2021-04-07,4.5897,-0.31
65/A/NBP/2021,2021-04-06,4.6041,0.24
64/A/NBP/2021,2021-04-02,4.5933,-0.66
63/A/NBP/2021,2021-04-01,4.6239,-0.78
62/A/NBP/2021,2021-03-31,4.6603,0.18
61/A/NBP/2021,2021-03-30,4.6519,-0.09
60/A/NBP/2021,2021-03-29,4.656,0.45
59/A/NBP/2021,2021-03-26,4.6353,-0.01
58/A/NBP/2021,2021-03-25,4.6358,0.18
57/A/NBP/2021,2021-03-24,4.6273,0.43
56/A/NBP/2021,2021-03-23,4.6073,-0.14
55/A/NBP/2021,2021-03-22,4.6138,-0.19
54/A/NBP/2021,2021-03-19,4.6226,0
53/A/NBP/2021,2021-03-18,4.6224,0.35
52/A/NBP/2021,2021-03-17,4.6065,0.25
51/A/NBP/2021,2021-03-16,4.5949,0.25
50/A/NBP/2021,2021-03-15,4.5836,-0.16
49/A/NBP/2021,2021-03-12,4.5909,0.23
48/A/NBP/2021,2021-03-11,4.5805,0.19
47/A/NBP/2021,2021-03-10,4.5718,-0.27
46/A/NBP/2021,2021-03-09,4.5844,-0.13
45/A/NBP/2021,2021-03-08,4.5903,0.24
44/A/NBP/2021,2021-03-05,4.5793,0.56
43/A/NBP/2021,2021-03-04,4.554,0.32
42/A/NBP/2021,2021-03-03,4.5393,0.11
41/A/NBP/2021,2021-03-02,4.5345,0.25
40/A/NBP/2021,2021-03-01,4.5231,0.12
39/A/NBP/2021,2021-02-26,4.5175,0.07
38/A/NBP/2021,2021-02-25,4.5143,-0.07
37/A/NBP/2021,2021-02-24,4.5176,0.18
36/A/NBP/2021,2021-02-23,4.5093,0.29
35/A/NBP/2021,2021-02-22,4.4963,0.16
34/A/NBP/2021,2021-02-19,4.4892,0.08
33/A/NBP/2021,2021-02-18,4.4857,-0.31
32/A/NBP/2021,2021-02-17,4.4998,0.24
31/A/NBP/2021,2021-02-16,4.4891,0.12
30/A/NBP/2021,2021-02-15,4.4836,-0.43
29/A/NBP/2021,2021-02-12,4.5029,0.01
28/A/NBP/2021,2021-02-11,4.5023,0.48
27/A/NBP/2021,2021-02-10,4.4809,0.08
26/A/NBP/2021,2021-02-09,4.4773,-0.21
25/A/NBP/2021,2021-02-08,4.4867,-0.25
24/A/NBP/2021,2021-02-05,4.4978,0.04
23/A/NBP/2021,2021-02-04,4.4958,0.12
22/A/NBP/2021,2021-02-03,4.4906,-0.26
21/A/NBP/2021,2021-02-02,4.5025,-0.25
20/A/NBP/2021,2021-02-01,4.5137,-0.55
19/A/NBP/2021,2021-01-29,4.5385,-0.21
18/A/NBP/2021,2021-01-28,4.5479,0.02
17/A/NBP/2021,2021-01-27,4.5468,-0.06
16/A/NBP/2021,2021-01-26,4.5497,0.13
15/A/NBP/2021,2021-01-25,4.5436,0.18
14/A/NBP/2021,2021-01-22,4.5354,0.1
13/A/NBP/2021,2021-01-21,4.531,0.16
12/A/NBP/2021,2021-01-20,4.5237,-0.23
11/A/NBP/2021,2021-01-19,4.5342,-0.29
10/A/NBP/2021,2021-01-18,4.5473,-0.02
9/A/NBP/2021,2021-01-15,4.548,0.16
8/A/NBP/2021,2021-01-14,4.5407,0.3
7/A/NBP/2021,2021-01-13,4.5272,0.1
6/A/NBP/2021,2021-01-12,4.5228,-0.21
5/A/NBP/2021,2021-01-11,4.5325,0.3
4/A/NBP/2021,2021-01-08,4.5189,0.48
3/A/NBP/2021,2021-01-07,4.4973,-1.04
2/A/NBP/2021,2021-01-05,4.5446,-0.09
1/A/NBP/2021,2021-01-04,4.5485,-1.44
255/A/NBP/2020,2020-12-31,4.6148,1.93
254/A/NBP/2020,2020-12-30,4.5272,0.49
253/A/NBP/2020,2020-12-29,4.5051,0.38
252/A/NBP/2020,2020-12-28,4.4879,-0.45
251/A/NBP/2020,2020-12-24,4.5084,0.14
250/A/NBP/2020,2020-12-23,4.5019,-0.11
249/A/NBP/2020,2020-12-22,4.5069,-0.18
248/A/NBP/2020,2020-12-21,4.5149,1.47
247/A/NBP/2020,2020-12-18,4.4493,0.33
246/A/NBP/2020,2020-12-17,4.4348,0
245/A/NBP/2020,2020-12-16,4.4347,-0.21
244/A/NBP/2020,2020-12-15,4.4441,0.02
243/A/NBP/2020,2020-12-14,4.4432,0.11
242/A/NBP/2020,2020-12-11,4.4385,0.25
241/A/NBP/2020,2020-12-10,4.4276,-0.39
240/A/NBP/2020,2020-12-09,4.4449,-0.71
239/A/NBP/2020,2020-12-08,4.4767,0.05
238/A/NBP/2020,2020-12-07,4.4745,0.03
237/A/NBP/2020,2020-12-04,4.4732,-0.13
236/A/NBP/2020,2020-12-03,4.4789,0.33
235/A/NBP/2020,2020-12-02,4.4642,-0.28
234/A/NBP/2020,2020-12-01,4.4769,-0.02
233/A/NBP/2020,2020-11-30,4.4779,-0.14
232/A/NBP/2020,2020-11-27,4.4843,0.23
231/A/NBP/2020,2020-11-26,4.4742,0.07
230/A/NBP/2020,2020-11-25,4.471,-0.01
229/A/NBP/2020,2020-11-24,4.4714,0.08
228/A/NBP/2020,2020-11-23,4.468,0
227/A/NBP/2020,2020-11-20,4.4679,-0.27
226/A/NBP/2020,2020-11-19,4.4799,0.16
225/A/NBP/2020,2020-11-18,4.4729,-0.5
224/A/NBP/2020,2020-11-17,4.4953,0.45
223/A/NBP/2020,2020-11-16,4.4753,-0.46
222/A/NBP/2020,2020-11-13,4.496,0.21
221/A/NBP/2020,2020-11-12,4.4868,-0.43
220/A/NBP/2020,2020-11-10,4.5063,0.43
219/A/NBP/2020,2020-11-09,4.487,-0.9
218/A/NBP/2020,2020-11-06,4.5277,0.1
217/A/NBP/2020,2020-11-05,4.5233,-0.66
216/A/NBP/2020,2020-11-04,4.5532,-0.37
215/A/NBP/2020,2020-11-03,4.5699,-0.76
214/A/NBP/2020,2020-11-02,4.6048,-0.3
213/A/NBP/2020,2020-10-30,4.6188,-0.31
212/A/NBP/2020,2020-10-29,4.633,0.31
211/A/NBP/2020,2020-10-28,4.6189,0.65
210/A/NBP/2020,2020-10-27,4.589,0.25
209/A/NBP/2020,2020-10-26,4.5774,0
208/A/NBP/2020,2020-10-23,4.5772,-0.23
207/A/NBP/2020,2020-10-22,4.5877,0.02
206/A/NBP/2020,2020-10-21,4.5869,0.01
205/A/NBP/2020,2020-10-20,4.5865,0.81
204/A/NBP/2020,2020-10-19,4.5498,-0.27
203/A/NBP/2020,2020-10-16,4.5621,0.17
202/A/NBP/2020,2020-10-15,4.5545,1.29
201/A/NBP/2020,2020-10-14,4.4963,0.51
200/A/NBP/2020,2020-10-13,4.4737,-0.14
199/A/NBP/2020,2020-10-12,4.4798,0.12
198/A/NBP/2020,2020-10-09,4.4745,-0.35
197/A/NBP/2020,2020-10-08,4.49,0.15
196/A/NBP/2020,2020-10-07,4.4832,-0.29
195/A/NBP/2020,2020-10-06,4.4961,0.04
194/A/NBP/2020,2020-10-05,4.4944,0.01
193/A/NBP/2020,2020-10-02,4.494,-0.47
192/A/NBP/2020,2020-10-01,4.5153,-0.25
191/A/NBP/2020,2020-09-30,4.5268,-1.23
190/A/NBP/2020,2020-09-29,4.5834,0.74
189/A/NBP/2020,2020-09-28,4.5497,0.04
188/A/NBP/2020,2020-09-25,4.5477,0.45
187/A/NBP/2020,2020-09-24,4.5272,0.73
186/A/NBP/2020,2020-09-23,4.4946,-0.24
185/A/NBP/2020,2020-09-22,4.5055,0.57
184/A/NBP/2020,2020-09-21,4.48,0.51
183/A/NBP/2020,2020-09-18,4.4574,0.13
182/A/NBP/2020,2020-09-17,4.4514,-0.03
181/A/NBP/2020,2020-09-16,4.4528,0.08
180/A/NBP/2020,2020-09-15,4.4492,0
179/A/NBP/2020,2020-09-14,4.449,-0.03
178/A/NBP/2020,2020-09-11,4.4504,0
177/A/NBP/2020,2020-09-10,4.4504,-0.1
176/A/NBP/2020,2020-09-09,4.455,0.2
175/A/NBP/2020,2020-09-08,4.4461,-0.24
174/A/NBP/2020,2020-09-07,4.457,0.14
173/A/NBP/2020,2020-09-04,4.4508,0.74
172/A/NBP/2020,2020-09-03,4.4181,0.19
171/A/NBP/2020,2020-09-02,4.4097,0.34
170/A/NBP/2020,2020-09-01,4.3946,-0.05
169/A/NBP/2020,2020-08-31,4.3969,-0.17
168/A/NBP/2020,2020-08-28,4.4043,-0.18
167/A/NBP/2020,2020-08-27,4.4124,0.21
166/A/NBP/2020,2020-08-26,4.4032,0.27
165/A/NBP/2020,2020-08-25,4.3915,-0.34
164/A/NBP/2020,2020-08-24,4.4064,0.37
163/A/NBP/2020,2020-08-21,4.3902,-0.2
162/A/NBP/2020,2020-08-20,4.3991,0.29
161/A/NBP/2020,2020-08-19,4.3864,-0.2
160/A/NBP/2020,2020-08-18,4.3953,0.14
159/A/NBP/2020,2020-08-17,4.3892,-0.22
158/A/NBP/2020,2020-08-14,4.3988,-0.05
157/A/NBP/2020,2020-08-13,4.4011,-0.25
156/A/NBP/2020,2020-08-12,4.4123,0.24
155/A/NBP/2020,2020-08-11,4.4016,-0.02
154/A/NBP/2020,2020-08-10,4.4023,-0.26
153/A/NBP/2020,2020-08-07,4.4139,0.09
152/A/NBP/2020,2020-08-06,4.4101,0.28
151/A/NBP/2020,2020-08-05,4.3979,-0.18
150/A/NBP/2020,2020-08-04,4.406,-0.24
149/A/NBP/2020,2020-08-03,4.4168,0.22
148/A/NBP/2020,2020-07-31,4.4072,-0.04
147/A/NBP/2020,2020-07-30,4.409,-0.24
146/A/NBP/2020,2020-07-29,4.4194,0.47
145/A/NBP/2020,2020-07-28,4.3987,-0.08
144/A/NBP/2020,2020-07-27,4.4023,-0.21
143/A/NBP/2020,2020-07-24,4.4117,0.02
142/A/NBP/2020,2020-07-23,4.4108,-0.66
141/A/NBP/2020,2020-07-22,4.4401,-0.04
140/A/NBP/2020,2020-07-21,4.4417,-0.6
139/A/NBP/2020,2020-07-20,4.4683,-0.32
138/A/NBP/2020,2020-07-17,4.4827,-0.19
137/A/NBP/2020,2020-07-16,4.4913,0.39
136/A/NBP/2020,2020-07-15,4.4738,-0.4
135/A/NBP/2020,2020-07-14,4.4916,0.38
134/A/NBP/2020,2020-07-13,4.4745,0
133/A/NBP/2020,2020-07-10,4.4745,0.02
132/A/NBP/2020,2020-07-09,4.4738,0
131/A/NBP/2020,2020-07-08,4.4739,0.06
130/A/NBP/2020,2020-07-07,4.471,0.03
129/A/NBP/2020,2020-07-06,4.4697,0.06
128/A/NBP/2020,2020-07-03,4.4671,0.03
127/A/NBP/2020,2020-07-02,4.4659,0.44
126/A/NBP/2020,2020-07-01,4.4465,-0.44
125/A/NBP/2020,2020-06-30,4.466,0.06
124/A/NBP/2020,2020-06-29,4.4631,0.03
123/A/NBP/2020,2020-06-26,4.4616,0.27
122/A/NBP/2020,2020-06-25,4.4495,-0.08
121/A/NBP/2020,2020-06-24,4.4532,0.33
120/A/NBP/2020,2020-06-23,4.4386,-0.31
119/A/NBP/2020,2020-06-22,4.4524,-0.11
118/A/NBP/2020,2020-06-19,4.4573,0.09
117/A/NBP/2020,2020-06-18,4.4534,0.07
116/A/NBP/2020,2020-06-17,4.4503,0.51
115/A/NBP/2020,2020-06-16,4.4278,-0.28
114/A/NBP/2020,2020-06-15,4.4403,-0.23
113/A/NBP/2020,2020-06-12,4.4506,-0.09
112/A/NBP/2020,2020-06-10,4.4544,0.24
111/A/NBP/2020,2020-06-09,4.4436,0.33
110/A/NBP/2020,2020-06-08,4.4291,-0.34
109/A/NBP/2020,2020-06-05,4.4443,0.22
108/A/NBP/2020,2020-06-04,4.4347,1.11
107/A/NBP/2020,2020-06-03,4.3859,-0.1
106/A/NBP/2020,2020-06-02,4.3902,-0.68
105/A/NBP/2020,2020-06-01,4.4202,-0.68
104/A/NBP/2020,2020-05-29,4.4503,0.54
103/A/NBP/2020,2020-05-28,4.4264,-0.26
102/A/NBP/2020,2020-05-27,4.4378,-0.94
101/A/NBP/2020,2020-05-26,4.48,-0.69
100/A/NBP/2020,2020-05-25,4.5111,-0.27
99/A/NBP/2020,2020-05-22,4.5234,-0.29
98/A/NBP/2020,2020-05-21,4.5365,-0.38
97/A/NBP/2020,2020-05-20,4.554,-0.15
96/A/NBP/2020,2020-05-19,4.561,-0.07
95/A/NBP/2020,2020-05-18,4.5644,0.2
94/A/NBP/2020,2020-05-15,4.5552,-0.31
93/A/NBP/2020,2020-05-14,4.5693,0.07
92/A/NBP/2020,2020-05-13,4.5661,0.25
91/A/NBP/2020,2020-05-12,4.5549,-0.05
90/A/NBP/2020,2020-05-11,4.5572,-0.01
89/A/NBP/2020,2020-05-08,4.5577,0.16
88/A/NBP/2020,2020-05-07,4.5505,0.25
87/A/NBP/2020,2020-05-06,4.539,-0.19
86/A/NBP/2020,2020-05-05,4.5476,-0.23
85/A/NBP/2020,2020-05-04,4.5582,0.35
84/A/NBP/2020,2020-04-30,4.5424,-0.02
83/A/NBP/2020,2020-04-29,4.5432,0.07
82/A/NBP/2020,2020-04-28,4.5399,0.35
81/A/NBP/2020,2020-04-27,4.524,-0.2
80/A/NBP/2020,2020-04-24,4.533,-0.25
79/A/NBP/2020,2020-04-23,4.5444,0.25
78/A/NBP/2020,2020-04-22,4.5329,0.12
77/A/NBP/2020,2020-04-21,4.5276,0.22
76/A/NBP/2020,2020-04-20,4.5175,-0.42
75/A/NBP/2020,2020-04-17,4.5367,0.09
74/A/NBP/2020,2020-04-16,4.5326,-0.14
73/A/NBP/2020,2020-04-15,4.5389,-0.27
72/A/NBP/2020,2020-04-14,4.5512,0.06
71/A/NBP/2020,2020-04-10,4.5484,0.25
70/A/NBP/2020,2020-04-09,4.537,0.02
69/A/NBP/2020,2020-04-08,4.5362,0.04
68/A/NBP/2020,2020-04-07,4.5342,-0.59
67/A/NBP/2020,2020-04-06,4.5612,-0.39
66/A/NBP/2020,2020-04-03,4.5792,0.05
65/A/NBP/2020,2020-04-02,4.5769,0.16
64/A/NBP/2020,2020-04-01,4.5694,0.38
63/A/NBP/2020,2020-03-31,4.5523,0.28
62/A/NBP/2020,2020-03-30,4.5395,0.33
61/A/NBP/2020,2020-03-27,4.5246,-1.56
60/A/NBP/2020,2020-03-26,4.5962,0.4
59/A/NBP/2020,2020-03-25,4.5779,-0.58
58/A/NBP/2020,2020-03-24,4.6044,1.04
57/A/NBP/2020,2020-03-23,4.5571,0.25
56/A/NBP/2020,2020-03-20,4.5459,-1
55/A/NBP/2020,2020-03-19,4.5917,2.48
54/A/NBP/2020,2020-03-18,4.4806,-0.18
53/A/NBP/2020,2020-03-17,4.4886,2.22
52/A/NBP/2020,2020-03-16,4.3911,0.67
51/A/NBP/2020,2020-03-13,4.3618,0.38
50/A/NBP/2020,2020-03-12,4.3451,0.66
49/A/NBP/2020,2020-03-11,4.3167,-0.08
48/A/NBP/2020,2020-03-10,4.32,0.06
47/A/NBP/2020,2020-03-09,4.3176,0
46/A/NBP/2020,2020-03-06,4.3178,0.43
45/A/NBP/2020,2020-03-05,4.2994,0
44/A/NBP/2020,2020-03-04,4.2993,-0.42
43/A/NBP/2020,2020-03-03,4.3173,-0.15
42/A/NBP/2020,2020-03-02,4.3237,-0.27
41/A/NBP/2020,2020-02-28,4.3355,0.59
40/A/NBP/2020,2020-02-27,4.31,0.02
39/A/NBP/2020,2020-02-26,4.3093,0.23
38/A/NBP/2020,2020-02-25,4.2996,-0.05
37/A/NBP/2020,2020-02-24,4.3017,0.43
36/A/NBP/2020,2020-02-21,4.2831,0.1
35/A/NBP/2020,2020-02-20,4.2789,0.13
34/A/NBP/2020,2020-02-19,4.2732,0.04
33/A/NBP/2020,2020-02-18,4.2714,0.5
32/A/NBP/2020,2020-02-17,4.2502,0.24
31/A/NBP/2020,2020-02-14,4.2402,-0.36
30/A/NBP/2020,2020-02-13,4.2557,-0.1
29/A/NBP/2020,2020-02-12,4.2599,-0.02
28/A/NBP/2020,2020-02-11,4.2609,-0.21
27/A/NBP/2020,2020-02-10,4.2699,0.08
26/A/NBP/2020,2020-02-07,4.2664,0.3
25/A/NBP/2020,2020-02-06,4.2535,-0.2
24/A/NBP/2020,2020-02-05,4.262,-0.58
23/A/NBP/2020,2020-02-04,4.2867,-0.39
22/A/NBP/2020,2020-02-03,4.3034,0.06
21/A/NBP/2020,2020-01-31,4.301,0.46
20/A/NBP/2020,2020-01-30,4.2813,0.11
19/A/NBP/2020,2020-01-29,4.2766,-0.07
18/A/NBP/2020,2020-01-28,4.2794,0.27
17/A/NBP/2020,2020-01-27,4.2679,0.51
16/A/NBP/2020,2020-01-24,4.2461,0
15/A/NBP/2020,2020-01-23,4.2463,0.22
14/A/NBP/2020,2020-01-22,4.237,-0.21
13/A/NBP/2020,2020-01-21,4.2459,0.03
12/A/NBP/2020,2020-01-20,4.2447,0.24
11/A/NBP/2020,2020-01-17,4.2344,-0.01
10/A/NBP/2020,2020-01-16,4.2348,0.16
9/A/NBP/2020,2020-01-15,4.2279,-0.1
8/A/NBP/2020,2020-01-14,4.2323,-0.07
7/A/NBP/2020,2020-01-13,4.2353,-0.27
6/A/NBP/2020,2020-01-10,4.2467,0.02
5/A/NBP/2020,2020-01-09,4.2459,-0.01
4/A/NBP/2020,2020-01-08,4.2465,0.28
3/A/NBP/2020,2020-01-07,4.2347,-0.52
2/A/NBP/2020,2020-01-03,4.2569,0
1/A/NBP/2020,2020-01-02,4.2571,-0.03
251/A/NBP/2019,2019-12-31,4.2585,-0.01
250/A/NBP/2019,2019-12-30,4.2588,-0.08
249/A/NBP/2019,2019-12-27,4.2624,0
248/A/NBP/2019,2019-12-24,4.2624,0.16
247/A/NBP/2019,2019-12-23,4.2554,-0.12
246/A/NBP/2019,2019-12-20,4.2604,-0.07
245/A/NBP/2019,2019-12-19,4.2632,-0.03
244/A/NBP/2019,2019-12-18,4.2644,0.09
